costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,fyear,xintopt
A,USD,STD,INDL,C,CLMB,2004-12-31,061028,2004,1.4940
A,USD,STD,INDL,C,CLMB,2005-12-31,061028,2005,0.1740
I,USD,STD,INDL,C,BTF.,1995-12-31,061029,1995,
I,USD,STD,INDL,C,BTF.,1996-12-31,061029,1996,
I,USD,STD,INDL,C,BTF.,1997-12-31,061029,1997,
A,USD,STD,INDL,C,DSWL,1995-03-31,061030,1994,
A,USD,STD,INDL,C,DSWL,1996-03-31,061030,1995,
A,USD,STD,INDL,C,DSWL,1997-03-31,061030,1996,
A,USD,STD,INDL,C,DSWL,1998-03-31,061030,1997,
A,USD,STD,INDL,C,DSWL,1999-03-31,061030,1998,
A,USD,STD,INDL,C,DSWL,2000-03-31,061030,1999,
A,USD,STD,INDL,C,DSWL,2001-03-31,061030,2000,0.0440
A,USD,STD,INDL,C,DSWL,2002-03-31,061030,2001,1.5490
A,USD,STD,INDL,C,DSWL,2003-03-31,061030,2002,0.0000
A,USD,STD,INDL,C,DSWL,2004-03-31,061030,2003,3.1950
A,USD,STD,INDL,C,DSWL,2005-03-31,061030,2004,0.0000
I,USD,STD,INDL,C,3PBYPQ,1995-07-31,061033,1995,
I,USD,STD,INDL,C,3PBYPQ,1996-07-31,061033,1996,
I,USD,STD,INDL,C,3PBYPQ,1997-07-31,061033,1997,
I,USD,STD,INDL,C,3PBYPQ,1998-07-31,061033,1998,
I,USD,STD,INDL,C,3PBYPQ,1999-07-31,061033,1999,
I,USD,STD,INDL,C,3PBYPQ,2000-07-31,061033,2000,0.7090
A,USD,STD,INDL,C,TK,1995-03-31,061034,1994,
A,USD,STD,INDL,C,TK,1996-03-31,061034,1995,
A,USD,STD,INDL,C,TK,1997-03-31,061034,1996,
A,USD,STD,INDL,C,TK,1998-03-31,061034,1997,
A,USD,STD,INDL,C,TK,1999-03-31,061034,1998,
A,USD,STD,INDL,C,TK,1999-12-31,061034,1999,
A,USD,STD,INDL,C,TK,2000-12-31,061034,2000,5.5710
A,USD,STD,INDL,C,TK,2001-12-31,061034,2001,6.4660
A,USD,STD,INDL,C,TK,2002-12-31,061034,2002,7.5380
A,USD,STD,INDL,C,TK,2003-12-31,061034,2003,8.2430
A,USD,STD,INDL,C,TK,2004-12-31,061034,2004,8.9960
A,USD,STD,INDL,C,TK,2005-12-31,061034,2005,8.0770
I,USD,STD,INDL,C,CSIS,1995-12-31,061037,1995,
I,USD,STD,INDL,C,CSIS,1996-12-31,061037,1996,
I,USD,STD,INDL,C,CSIS,1997-12-31,061037,1997,
I,USD,STD,INDL,C,CSIS,1998-12-31,061037,1998,
I,USD,STD,INDL,C,CSIS,1999-12-31,061037,1999,
I,USD,STD,INDL,C,EXGN.,1995-09-30,061038,1995,
I,USD,STD,INDL,C,EXGN.,1996-09-30,061038,1996,
I,USD,STD,INDL,C,EXGN.,1997-09-30,061038,1997,
I,USD,STD,INDL,C,EXGN.,1998-09-30,061038,1998,
I,USD,STD,INDL,C,IMNT,1995-06-30,061039,1995,
I,USD,STD,INDL,C,IMNT,1996-06-30,061039,1996,
I,USD,STD,INDL,C,IMNT,1997-06-30,061039,1997,
I,USD,STD,INDL,C,IMNT,1998-06-30,061039,1998,
I,USD,STD,INDL,C,ROCF.,1995-12-31,061042,1995,
I,USD,STD,INDL,C,ROCF.,1996-12-31,061042,1996,
I,USD,STD,INDL,C,ROCF.,1997-12-31,061042,1997,
I,USD,STD,INDL,C,IMPT,1995-01-31,061045,1994,
I,USD,STD,INDL,C,IMPT,1996-01-31,061045,1995,
I,USD,STD,INDL,C,IMPT,1997-01-31,061045,1996,
I,USD,STD,INDL,C,MASK.1,1995-03-31,061046,1994,
I,USD,STD,INDL,C,MASK.1,1996-03-31,061046,1995,
I,USD,STD,INDL,C,MASK.1,1997-03-31,061046,1996,
I,USD,STD,INDL,C,MASK.1,1998-03-31,061046,1997,
I,USD,STD,INDL,C,MASK.1,1999-03-31,061046,1998,
I,USD,STD,INDL,C,BMTL,1995-12-31,061047,1995,
I,USD,STD,INDL,C,BMTL,1996-12-31,061047,1996,
I,USD,STD,INDL,C,BMTL,1997-12-31,061047,1997,
I,USD,STD,INDL,C,BMTL,1998-12-31,061047,1998,
I,USD,STD,INDL,C,BMTL,1999-12-31,061047,1999,
I,USD,STD,INDL,C,BMTL,2000-12-31,061047,2000,0.0660
I,USD,STD,INDL,C,BMTL,2001-12-31,061047,2001,0.0520
I,USD,STD,INDL,C,BMTL,2002-12-31,061047,2002,0.0140
I,USD,STD,INDL,C,BMTL,2003-12-31,061047,2003,0.0070
I,USD,STD,INDL,C,BMTL,2004-12-31,061047,2004,0.0040
I,USD,STD,INDL,C,BMTL,2005-12-31,061047,2005,0.0000
I,USD,STD,INDL,C,IMSC.1,1995-12-31,061048,1995,
I,USD,STD,INDL,C,IMSC.1,1996-12-31,061048,1996,
I,USD,STD,INDL,C,IMSC.1,1997-12-31,061048,1997,
I,USD,STD,INDL,C,IMSC.1,1998-12-31,061048,1998,
I,USD,STD,INDL,C,IMSC.1,1999-12-31,061048,1999,
I,USD,STD,INDL,C,IMSC.1,2000-12-31,061048,2000,
I,USD,STD,INDL,C,MSFI,1995-12-31,061049,1995,
I,USD,STD,INDL,C,MSFI,1996-12-31,061049,1996,
I,USD,STD,INDL,C,RFMC,1995-09-30,061050,1995,
I,USD,STD,INDL,C,RFMC,1996-09-30,061050,1996,
I,USD,STD,INDL,C,RFMC,1997-09-30,061050,1997,
I,USD,STD,INDL,C,RFMC,1998-09-30,061050,1998,
I,USD,STD,INDL,C,UNSN.,1995-05-31,061052,1994,
I,USD,STD,INDL,C,UNSN.,1996-05-31,061052,1995,
I,USD,STD,INDL,C,UNSN.,1997-05-31,061052,1996,
I,USD,STD,INDL,C,AMNLQ,2005-12-31,061054,2005,0.2700
A,USD,STD,INDL,C,AUBN,1996-12-31,061055,1996,
A,USD,STD,INDL,C,AUBN,1997-12-31,061055,1997,
A,USD,STD,INDL,C,AUBN,1998-12-31,061055,1998,
A,USD,STD,INDL,C,AUBN,1999-12-31,061055,1999,
A,USD,STD,INDL,C,AUBN,2000-12-31,061055,2000,0.0000
A,USD,STD,INDL,C,AUBN,2001-12-31,061055,2001,0.0000
A,USD,STD,INDL,C,AUBN,2002-12-31,061055,2002,0.0100
A,USD,STD,INDL,C,AUBN,2003-12-31,061055,2003,0.0180
A,USD,STD,INDL,C,AUBN,2004-12-31,061055,2004,0.0080
A,USD,STD,INDL,C,AUBN,2005-12-31,061055,2005,0.0030
I,USD,STD,INDL,C,RHWI,2000-12-31,061056,2000,
I,USD,STD,INDL,C,RHWI,2001-12-31,061056,2001,
I,USD,STD,INDL,C,RHWI,2002-12-31,061056,2002,
I,USD,STD,INDL,C,RHWI,2003-12-31,061056,2003,
I,USD,STD,INDL,C,RHWI,2004-12-31,061056,2004,0.0000
I,USD,STD,INDL,C,RHWI,2005-12-31,061056,2005,0.0000
I,USD,STD,INDL,C,DLBIE,1995-12-31,061058,1995,
I,USD,STD,INDL,C,DLBIE,1996-12-31,061058,1996,
I,USD,STD,INDL,C,MNMD.1,1995-12-31,061059,1995,
I,USD,STD,INDL,C,MNMD.1,1996-12-31,061059,1996,0.8600
I,USD,STD,INDL,C,MNMD.1,1997-12-31,061059,1997,1.5470
I,USD,STD,INDL,C,MNMD.1,1998-12-31,061059,1998,4.2080
I,USD,STD,INDL,C,MNMD.1,1999-12-31,061059,1999,6.5450
I,USD,STD,INDL,C,MNMD.1,2000-12-31,061059,2000,14.0220
I,USD,STD,INDL,C,TAGS.1,1995-12-31,061060,1995,
I,USD,STD,INDL,C,TAGS.1,1996-12-31,061060,1996,
I,USD,STD,INDL,C,TAGS.1,1997-12-31,061060,1997,
I,USD,STD,INDL,C,TAGS.1,1998-12-31,061060,1998,
I,USD,STD,INDL,C,TAGS.1,1999-12-31,061060,1999,
I,USD,STD,INDL,C,TAGS.1,2000-12-31,061060,2000,
I,USD,STD,INDL,C,TAGS.1,2001-12-31,061060,2001,4.1470
I,USD,STD,INDL,C,TAGS.1,2002-12-31,061060,2002,3.4340
I,USD,STD,INDL,C,TAGS.1,2003-12-31,061060,2003,4.0430
I,USD,STD,INDL,C,TAGS.1,2004-12-31,061060,2004,3.6920
I,USD,STD,INDL,C,TAGS.1,2005-12-31,061060,2005,4.2590
I,USD,STD,INDL,C,CNU,1995-06-30,061061,1995,
I,USD,STD,INDL,C,CNU,1996-06-30,061061,1996,
I,USD,STD,INDL,C,CNU,1997-06-30,061061,1997,
I,USD,STD,INDL,C,CNU,1998-06-30,061061,1998,
I,USD,STD,INDL,C,CNU,1999-06-30,061061,1999,
I,USD,STD,INDL,C,CNU,2000-06-30,061061,2000,0.7920
I,USD,STD,INDL,C,CNU,2001-06-30,061061,2001,0.0000
I,USD,STD,INDL,C,CNU,2002-06-30,061061,2002,0.0000
I,USD,STD,INDL,C,CNU,2003-06-30,061061,2003,0.1200
I,USD,STD,INDL,C,CNU,2004-06-30,061061,2004,0.3750
I,USD,STD,INDL,C,CNU,2005-06-30,061061,2005,1.1180
I,USD,STD,INDL,C,NTDG,1995-05-31,061062,1994,
I,USD,STD,INDL,C,NTDG,1996-05-31,061062,1995,
I,USD,STD,INDL,C,NTDG,1997-05-31,061062,1996,
I,USD,STD,INDL,C,NTDG,1998-05-31,061062,1997,
I,USD,STD,INDL,C,NTDG,1999-05-31,061062,1998,
I,USD,STD,INDL,C,NTDG,2000-05-31,061062,1999,
I,USD,STD,INDL,C,6033B,1995-12-31,061064,1995,
I,USD,STD,INDL,C,6033B,1996-12-31,061064,1996,
I,USD,STD,INDL,C,6033B,1997-12-31,061064,1997,
I,USD,STD,INDL,C,6033B,1998-12-31,061064,1998,
I,USD,STD,INDL,C,6033B,1999-07-31,061064,1999,
I,USD,STD,INDL,C,6033B,2000-07-31,061064,2000,
I,USD,STD,INDL,C,6033B,2001-07-31,061064,2001,
I,USD,STD,INDL,C,6033B,2002-07-31,061064,2002,
I,USD,STD,INDL,C,6033B,2003-07-31,061064,2003,
I,USD,STD,INDL,C,6033B,2004-07-31,061064,2004,1.1270
I,USD,STD,INDL,C,6033B,2005-07-31,061064,2005,1.1530
I,USD,STD,INDL,C,VSNI,1995-06-30,061065,1995,
I,USD,STD,INDL,C,VSNI,1996-06-30,061065,1996,
I,USD,STD,INDL,C,VSNI,1997-06-30,061065,1997,
I,USD,STD,INDL,C,VSNI,1998-06-30,061065,1998,
I,USD,STD,INDL,C,VSNI,1999-06-30,061065,1999,
I,USD,STD,INDL,C,VSNI,2000-06-30,061065,2000,0.3640
I,USD,STD,INDL,C,VSNI,2001-06-30,061065,2001,0.2690
I,USD,STD,INDL,C,VSNI,2002-06-30,061065,2002,0.1920
I,USD,STD,INDL,C,VSNI,2003-06-30,061065,2003,0.1260
I,USD,STD,INDL,C,VSNI,2004-06-30,061065,2004,0.2260
I,USD,STD,INDL,C,VSNI,2005-06-30,061065,2005,0.4450
A,USD,STD,INDL,C,CIB,1995-12-31,061067,1995,
A,USD,STD,INDL,C,CIB,1996-12-31,061067,1996,
A,USD,STD,INDL,C,CIB,1997-12-31,061067,1997,
A,USD,STD,INDL,C,CIB,1998-12-31,061067,1998,
A,USD,STD,INDL,C,CIB,1999-12-31,061067,1999,
A,USD,STD,INDL,C,CIB,2000-12-31,061067,2000,
A,USD,STD,INDL,C,CIB,2001-12-31,061067,2001,
A,USD,STD,INDL,C,CIB,2002-12-31,061067,2002,
A,USD,STD,INDL,C,CIB,2003-12-31,061067,2003,
A,USD,STD,INDL,C,CIB,2004-12-31,061067,2004,
A,USD,STD,INDL,C,CIB,2005-12-31,061067,2005,
A,USD,STD,INDL,C,CICN,1995-12-31,061068,1995,
A,USD,STD,INDL,C,CICN,1996-12-31,061068,1996,
A,USD,STD,INDL,C,CICN,1997-12-31,061068,1997,
A,USD,STD,INDL,C,CICN,1998-12-31,061068,1998,
A,USD,STD,INDL,C,CICN,1999-12-31,061068,1999,
A,USD,STD,INDL,C,CICN,2000-12-31,061068,2000,8.1680
A,USD,STD,INDL,C,CICN,2001-12-31,061068,2001,2.7350
A,USD,STD,INDL,C,CICN,2002-12-31,061068,2002,3.3870
A,USD,STD,INDL,C,CICN,2003-12-31,061068,2003,1.0160
A,USD,STD,INDL,C,CICN,2004-12-31,061068,2004,0.7770
A,USD,STD,INDL,C,CICN,2005-12-31,061068,2005,0.1800
I,USD,STD,INDL,C,ATEA,1995-12-31,061069,1995,
I,USD,STD,INDL,C,ATEA,1996-12-31,061069,1996,
I,USD,STD,INDL,C,ATEA,1997-12-31,061069,1997,
I,USD,STD,INDL,C,ATEA,1998-12-31,061069,1998,
I,USD,STD,INDL,C,ATEA,1999-12-31,061069,1999,
I,USD,STD,INDL,C,ATEA,2000-12-31,061069,2000,0.3480
I,USD,STD,INDL,C,ATEA,2001-12-31,061069,2001,0.3860
I,USD,STD,INDL,C,ATEA,2002-12-31,061069,2002,0.3030
I,USD,STD,INDL,C,ATEA,2003-12-31,061069,2003,0.3290
I,USD,STD,INDL,C,ATEA,2004-12-31,061069,2004,0.2520
I,USD,STD,INDL,C,ATEA,2005-12-31,061069,2005,0.3880
I,USD,STD,INDL,C,BHUT,1998-12-31,061070,1998,
I,USD,STD,INDL,C,BHUT,1999-12-31,061070,1999,
I,USD,STD,INDL,C,NDVR,1995-12-31,061071,1995,
I,USD,STD,INDL,C,NDVR,1996-12-31,061071,1996,
I,USD,STD,INDL,C,NDVR,1997-12-31,061071,1997,
I,USD,STD,INDL,C,NDVR,1998-12-31,061071,1998,
I,USD,STD,INDL,C,NDVR,1999-12-31,061071,1999,
I,USD,STD,INDL,C,NDVR,2000-12-31,061071,2000,0.3950
I,USD,STD,INDL,C,3PARRE.,1995-02-28,061075,1994,
I,USD,STD,INDL,C,3PARRE.,1996-02-29,061075,1995,
I,USD,STD,INDL,C,CBCP,1995-12-31,061076,1995,
I,USD,STD,INDL,C,CBCP,1996-12-31,061076,1996,
I,USD,STD,INDL,C,GVP,1995-12-31,061077,1995,
I,USD,STD,INDL,C,GVP,1996-12-31,061077,1996,
I,USD,STD,INDL,C,GVP,1997-12-31,061077,1997,
I,USD,STD,INDL,C,GVP,1998-12-31,061077,1998,
I,USD,STD,INDL,C,GVP,1999-12-31,061077,1999,
I,USD,STD,INDL,C,GVP,2000-12-31,061077,2000,2.2860
I,USD,STD,INDL,C,GVP,2001-12-31,061077,2001,1.2310
I,USD,STD,INDL,C,GVP,2002-12-31,061077,2002,0.3770
I,USD,STD,INDL,C,GVP,2003-12-31,061077,2003,0.3810
I,USD,STD,INDL,C,GVP,2004-12-31,061077,2004,0.0510
I,USD,STD,INDL,C,GVP,2005-12-31,061077,2005,0.6720
I,USD,STD,INDL,C,RL.3,1995-12-31,061078,1995,
I,USD,STD,INDL,C,3SISBY,1995-12-31,061079,1995,
I,USD,STD,INDL,C,3SISBY,1996-12-31,061079,1996,
I,USD,STD,INDL,C,3SISBY,1997-12-31,061079,1997,
I,USD,STD,INDL,C,3SISBY,1998-12-31,061079,1998,
I,USD,STD,INDL,C,3SISBY,1999-12-31,061079,1999,
I,USD,STD,INDL,C,3SISBY,2000-12-31,061079,2000,
I,USD,STD,INDL,C,3SISBY,2001-12-31,061079,2001,
I,USD,STD,INDL,C,TSMA.,2003-12-31,061081,2003,
I,USD,STD,INDL,C,FLC.1,1995-12-31,061083,1995,
I,USD,STD,INDL,C,FLC.1,1996-12-31,061083,1996,
I,USD,STD,INDL,C,FORC.,1995-12-31,061084,1995,
I,USD,STD,INDL,C,FORC.,1996-12-31,061084,1996,
I,USD,STD,INDL,C,FORC.,1997-12-31,061084,1997,
I,USD,STD,INDL,C,FORC.,1998-12-31,061084,1998,
I,USD,STD,INDL,C,FORC.,1999-12-31,061084,1999,
I,USD,STD,INDL,C,KERA,1995-12-31,061086,1995,
I,USD,STD,INDL,C,KERA,1996-12-31,061086,1996,
I,USD,STD,INDL,C,KERA,1997-12-31,061086,1997,
I,USD,STD,INDL,C,KERA,1998-12-31,061086,1998,
I,USD,STD,INDL,C,KERA,1999-12-31,061086,1999,
I,USD,STD,INDL,C,PRCN,1995-12-31,061087,1995,
I,USD,STD,INDL,C,PRCN,1996-12-31,061087,1996,
I,USD,STD,INDL,C,PRCN,1997-12-31,061087,1997,
I,USD,STD,INDL,C,PRCN,1998-12-31,061087,1998,
I,USD,STD,INDL,C,TLCM,1995-12-31,061088,1995,
I,USD,STD,INDL,C,TLCM,1996-12-31,061088,1996,0.7180
I,USD,STD,INDL,C,TLCM,1997-12-31,061088,1997,1.3180
I,USD,STD,INDL,C,TLCM,1998-12-31,061088,1998,1.6720
I,USD,STD,INDL,C,TLCM,1999-12-31,061088,1999,2.8400
I,USD,STD,INDL,C,BELR,1995-12-31,061090,1995,
I,USD,STD,INDL,C,BELR,1996-12-31,061090,1996,
I,USD,STD,INDL,C,BELR,1997-12-31,061090,1997,
I,USD,STD,INDL,C,CBXC.1,1995-03-31,061093,1994,
I,USD,STD,INDL,C,CBXC.1,1996-03-31,061093,1995,
I,USD,STD,INDL,C,CBXC.1,1997-03-31,061093,1996,0.2800
I,USD,STD,INDL,C,CBXC.1,1998-03-31,061093,1997,0.4970
I,USD,STD,INDL,C,CBXC.1,1999-03-31,061093,1998,1.4690
I,USD,STD,INDL,C,CBXC.1,2000-03-31,061093,1999,2.6660
I,USD,STD,INDL,C,GUCO,1995-03-31,061094,1994,
I,USD,STD,INDL,C,GUCO,1996-03-31,061094,1995,
I,USD,STD,INDL,C,GUCO,1997-03-31,061094,1996,
I,USD,STD,INDL,C,GUCO,1998-03-31,061094,1997,
I,USD,STD,INDL,C,GUCO,1999-03-31,061094,1998,
I,USD,STD,INDL,C,GUCO,2000-03-31,061094,1999,0.5060
I,USD,STD,INDL,C,PHHMQ,1995-03-31,061095,1994,
I,USD,STD,INDL,C,PHHMQ,1996-03-31,061095,1995,
I,USD,STD,INDL,C,PHHMQ,1997-03-31,061095,1996,
I,USD,STD,INDL,C,PHHMQ,1998-03-31,061095,1997,
I,USD,STD,INDL,C,PHHMQ,1999-03-31,061095,1998,
I,USD,STD,INDL,C,PHHMQ,2000-03-31,061095,1999,
I,USD,STD,INDL,C,PHHMQ,2001-03-31,061095,2000,
I,USD,STD,INDL,C,PHHMQ,2002-03-31,061095,2001,
I,USD,STD,INDL,C,PHHMQ,2003-03-31,061095,2002,
I,USD,STD,INDL,C,PHHMQ,2004-03-31,061095,2003,
I,USD,STD,INDL,C,PHHMQ,2005-03-31,061095,2004,
I,USD,STD,INDL,C,INBI.,1995-12-31,061098,1995,
I,USD,STD,INDL,C,INBI.,1996-12-31,061098,1996,
I,USD,STD,INDL,C,INBI.,1997-12-31,061098,1997,
I,USD,STD,INDL,C,INBI.,1998-12-31,061098,1998,
I,USD,STD,INDL,C,INBI.,1999-12-31,061098,1999,
I,USD,STD,INDL,C,INBI.,2000-12-31,061098,2000,
I,USD,STD,INDL,C,FSNO,1995-12-31,061099,1995,
I,USD,STD,INDL,C,FSNO,1996-12-31,061099,1996,
I,USD,STD,INDL,C,FSNO,1997-12-31,061099,1997,
I,USD,STD,INDL,C,FSNO,1998-12-31,061099,1998,
I,USD,STD,INDL,C,MRB,1995-12-31,061100,1995,
I,USD,STD,INDL,C,MRB,1996-12-31,061100,1996,
I,USD,STD,INDL,C,MRB,1997-12-31,061100,1997,
I,USD,STD,INDL,C,MRB,1998-12-31,061100,1998,
I,USD,STD,INDL,C,MRB,1999-12-31,061100,1999,
I,USD,STD,INDL,C,MRB,2000-12-31,061100,2000,
I,USD,STD,INDL,C,MRB,2001-12-31,061100,2001,
I,USD,STD,INDL,C,MRB,2002-12-31,061100,2002,0.0250
I,USD,STD,INDL,C,MRB,2003-12-31,061100,2003,0.3390
I,USD,STD,INDL,C,MRB,2004-12-31,061100,2004,0.0000
I,USD,STD,INDL,C,MRB,2005-12-31,061100,2005,0.0000
I,USD,STD,INDL,C,ONTC.,1995-12-31,061102,1995,
I,USD,STD,INDL,C,ONTC.,1996-12-31,061102,1996,
I,USD,STD,INDL,C,ONTC.,1997-12-31,061102,1997,
I,USD,STD,INDL,C,ONTC.,1998-12-31,061102,1998,
I,USD,STD,INDL,C,ONTC.,1999-12-31,061102,1999,
I,USD,STD,INDL,C,ONTC.,2000-12-31,061102,2000,3.6120
I,USD,STD,INDL,C,ONTC.,2001-12-31,061102,2001,2.6590
I,USD,STD,INDL,C,ONTC.,2002-12-31,061102,2002,2.2010
I,USD,STD,INDL,C,ONSI,1995-12-31,061103,1995,
I,USD,STD,INDL,C,ONSI,1996-12-31,061103,1996,
I,USD,STD,INDL,C,ONSI,1997-12-31,061103,1997,
I,USD,STD,INDL,C,VETS.1,1995-12-31,061104,1995,
I,USD,STD,INDL,C,SFLX,1995-12-31,061105,1995,
I,USD,STD,INDL,C,SFLX,1996-12-31,061105,1996,
I,USD,STD,INDL,C,SFLX,1997-12-31,061105,1997,
I,USD,STD,INDL,C,SFLX,1998-12-31,061105,1998,
A,USD,STD,INDL,C,OMRX,1995-12-31,061108,1995,
A,USD,STD,INDL,C,OMRX,1996-12-31,061108,1996,
A,USD,STD,INDL,C,OMRX,1997-12-31,061108,1997,
A,USD,STD,INDL,C,OMRX,1998-12-31,061108,1998,
A,USD,STD,INDL,C,OMRX,1999-12-31,061108,1999,
A,USD,STD,INDL,C,OMRX,2000-12-31,061108,2000,0.1100
A,USD,STD,INDL,C,OMRX,2001-12-31,061108,2001,0.1370
A,USD,STD,INDL,C,OMRX,2002-12-31,061108,2002,0.0510
A,USD,STD,INDL,C,OMRX,2003-12-31,061108,2003,0.0410
A,USD,STD,INDL,C,OMRX,2004-12-31,061108,2004,0.0660
A,USD,STD,INDL,C,OMRX,2005-12-31,061108,2005,0.0390
I,USD,STD,INDL,C,PASW.,1995-12-31,061109,1995,
I,USD,STD,INDL,C,PASW.,1996-12-31,061109,1996,
I,USD,STD,INDL,C,SQNA,1995-12-31,061111,1995,
I,USD,STD,INDL,C,SQNA,1996-12-31,061111,1996,
I,USD,STD,INDL,C,RVR.3,1995-06-30,061112,1995,
I,USD,STD,INDL,C,RVR.3,1996-06-30,061112,1996,
I,USD,STD,INDL,C,RVR.3,1997-06-30,061112,1997,
I,USD,STD,INDL,C,RVR.3,1998-06-30,061112,1998,
I,USD,STD,INDL,C,RVR.3,1999-06-30,061112,1999,
I,USD,STD,INDL,C,RVR.3,2000-06-30,061112,2000,0.5810
I,USD,STD,INDL,C,RVR.3,2001-06-30,061112,2001,1.3180
I,USD,STD,INDL,C,RVR.3,2002-12-31,061112,2002,
I,USD,STD,INDL,C,RVR.3,2003-12-31,061112,2003,
I,USD,STD,INDL,C,RVR.3,2004-12-31,061112,2004,
I,USD,STD,INDL,C,RVR.3,2005-12-31,061112,2005,
I,USD,STD,INDL,C,AIJ,1995-12-31,061113,1995,
I,USD,STD,INDL,C,AIJ,1996-12-31,061113,1996,
I,USD,STD,INDL,C,AIJ,1997-12-31,061113,1997,
I,USD,STD,INDL,C,AIJ,1998-12-31,061113,1998,
I,USD,STD,INDL,C,AIJ,1999-12-31,061113,1999,
I,USD,STD,INDL,C,AIJ,2000-12-31,061113,2000,0.0000
I,USD,STD,INDL,C,AIJ,2001-12-31,061113,2001,0.0000
I,USD,STD,INDL,C,AIJ,2002-12-31,061113,2002,0.0000
I,USD,STD,INDL,C,AIK,1995-12-31,061114,1995,
I,USD,STD,INDL,C,AIK,1996-12-31,061114,1996,
I,USD,STD,INDL,C,AIK,1997-12-31,061114,1997,
I,USD,STD,INDL,C,AIK,1998-12-31,061114,1998,
I,USD,STD,INDL,C,AIK,1999-12-31,061114,1999,
I,USD,STD,INDL,C,AIK,2000-12-31,061114,2000,0.0000
I,USD,STD,INDL,C,AIK,2001-12-31,061114,2001,0.0000
I,USD,STD,INDL,C,AIK,2002-12-31,061114,2002,0.0000
I,USD,STD,INDL,C,LRCI,1995-12-31,061117,1995,
I,USD,STD,INDL,C,LRCI,1996-12-31,061117,1996,
I,USD,STD,INDL,C,LRCI,1997-12-31,061117,1997,
I,USD,STD,INDL,C,LRCI,1998-12-31,061117,1998,
I,USD,STD,INDL,C,LRCI,1999-12-31,061117,1999,
I,USD,STD,INDL,C,LRCI,2000-12-31,061117,2000,-0.2710
I,USD,STD,INDL,C,LRCI,2001-12-31,061117,2001,0.0960
I,USD,STD,INDL,C,TSBS,1995-12-31,061120,1995,
I,USD,STD,INDL,C,TSBS,1996-12-31,061120,1996,
I,USD,STD,INDL,C,TSBS,1997-12-31,061120,1997,
I,USD,STD,INDL,C,TSBS,1998-12-31,061120,1998,
I,USD,STD,INDL,C,AMIEQ,1995-12-31,061121,1995,
I,USD,STD,INDL,C,AMIEQ,1996-12-31,061121,1996,
I,USD,STD,INDL,C,AMIEQ,1997-12-31,061121,1997,
I,USD,STD,INDL,C,AMIEQ,1998-12-31,061121,1998,
I,USD,STD,INDL,C,AMIEQ,1999-12-31,061121,1999,
I,USD,STD,INDL,C,AMIEQ,2000-12-31,061121,2000,1.3850
I,USD,STD,INDL,C,AMIEQ,2001-12-31,061121,2001,0.6890
I,USD,STD,INDL,C,AMIEQ,2002-12-31,061121,2002,0.9370
I,USD,STD,INDL,C,AMIEQ,2003-12-31,061121,2003,0.3270
I,USD,STD,INDL,C,AMIEQ,2004-12-31,061121,2004,0.8950
I,USD,STD,INDL,C,AMIEQ,2005-12-31,061121,2005,0.2690
A,USD,STD,INDL,C,DIT,1995-09-30,061122,1995,
A,USD,STD,INDL,C,DIT,1996-09-30,061122,1996,
A,USD,STD,INDL,C,DIT,1997-09-30,061122,1997,
A,USD,STD,INDL,C,DIT,1998-09-30,061122,1998,
A,USD,STD,INDL,C,DIT,1999-09-30,061122,1999,
A,USD,STD,INDL,C,DIT,2000-09-30,061122,2000,0.0810
A,USD,STD,INDL,C,DIT,2001-09-30,061122,2001,0.0890
A,USD,STD,INDL,C,DIT,2002-09-30,061122,2002,0.0880
A,USD,STD,INDL,C,DIT,2003-09-30,061122,2003,0.0680
A,USD,STD,INDL,C,DIT,2004-09-30,061122,2004,0.0600
A,USD,STD,INDL,C,DIT,2005-09-30,061122,2005,0.0530
I,USD,STD,INDL,C,IBBO,1999-12-31,061124,1999,
I,USD,STD,INDL,C,IBBO,2000-12-31,061124,2000,
I,USD,STD,INDL,C,IBBO,2001-12-31,061124,2001,
I,USD,STD,INDL,C,IBBO,2002-12-31,061124,2002,
I,USD,STD,INDL,C,MOORZ,1995-12-31,061125,1995,
I,USD,STD,INDL,C,MOORZ,1996-12-31,061125,1996,
I,USD,STD,INDL,C,MOORZ,1997-12-31,061125,1997,
I,USD,STD,INDL,C,MOORZ,1998-12-31,061125,1998,
I,USD,STD,INDL,C,MOORZ,1999-12-31,061125,1999,
I,USD,STD,INDL,C,MOORZ,2000-12-31,061125,2000,
I,USD,STD,INDL,C,MOORZ,2001-12-31,061125,2001,0.2560
I,USD,STD,INDL,C,MOOV.1,1995-12-31,061127,1995,
I,USD,STD,INDL,C,MOOV.1,1996-12-31,061127,1996,
I,USD,STD,INDL,C,NMFS,1995-12-31,061128,1995,
I,USD,STD,INDL,C,NMFS,1996-12-31,061128,1996,
I,USD,STD,INDL,C,NMFS,1997-12-31,061128,1997,
A,USD,STD,INDL,C,RWT,1995-12-31,061129,1995,
A,USD,STD,INDL,C,RWT,1996-12-31,061129,1996,
A,USD,STD,INDL,C,RWT,1997-12-31,061129,1997,
A,USD,STD,INDL,C,RWT,1998-12-31,061129,1998,
A,USD,STD,INDL,C,RWT,1999-12-31,061129,1999,
A,USD,STD,INDL,C,RWT,2000-12-31,061129,2000,0.5990
A,USD,STD,INDL,C,RWT,2001-12-31,061129,2001,0.5130
